1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
441.04683,1.629e-30,          1 0 0,          0 2 0,  7  7  0      ,  7  6  1      
441.060336,2.26e-26,          0 0 0,          0 0 0, 10  8  3      , 11  3  8      
441.219909,7.074e-28,          0 0 0,          0 0 0, 22  2 20      , 21  3 19      
441.227444,2.186e-27,          0 0 0,          0 0 0, 22  3 20      , 21  2 19      
441.714028,3.603e-21,          0 0 0,          0 0 0,  5  5  0      ,  4  2  3      
441.766067,1.967e-30,          1 0 0,          0 2 0,  7  3  5      ,  6  4  2      
441.858487,3.775e-30,          1 0 0,          0 2 0, 12  4  9      , 11  5  6      
441.879467,1.745e-27,          0 0 0,          0 0 0, 24  1 24      , 23  0 23      
441.879469,5.597e-28,          0 0 0,          0 0 0, 24  0 24      , 23  1 23      
441.936087,5.076e-23,          0 0 0,          0 0 0,  6  5  1      ,  6  0  6      
442.002772,5.916e-30,          0 2 0,          0 2 0, 13  5  8      , 13  2 11      
442.08811,9.804e-21,          0 0 0,          0 0 0,  6  5  2      ,  5  2  3      
442.21633,6.063e-27,          0 0 0,          0 0 0, 20  5 16      , 19  4 15      
442.423689,5.541e-28,          0 0 0,          0 0 0, 23  2 22      , 22  1 21      
442.424577,1.72e-27,          0 0 0,          0 0 0, 23  1 22      , 22  2 21      
442.532504,2.694e-29,          1 0 0,          0 2 0,  1  0  1      ,  2  1  2      
442.558253,1.645e-25,          0 1 0,          0 1 0,  7  6  1      ,  7  3  4      
442.773868,4.618e-28,          0 0 1,          0 0 1,  9  4  6      ,  8  1  7      
443.109474,2.795e-28,          0 2 0,          0 2 0, 12  5  8      , 11  4  7      
443.143055,1.299e-30,          0 0 1,          0 0 1, 11  5  7      , 11  2 10      
443.695823,1.072e-20,          0 0 0,          0 0 0, 10  8  3      ,  9  7  2      
443.701163,3.573e-21,          0 0 0,          0 0 0, 10  8  2      ,  9  7  3      
443.925282,1.989e-29,          0 0 1,          1 0 0,  8  3  5      ,  7  1  6      
444.851172,1.111e-24,          0 1 0,          0 1 0, 11  6  6      , 10  5  5      
444.973293,1.507e-29,          0 2 0,          1 0 0,  8  7  1      ,  7  4  4      
445.274738,2.76e-29,          0 0 1,          0 0 1, 10  9  2      ,  9  8  1      
445.275296,8.279e-29,          0 0 1,          0 0 1, 10  9  1      ,  9  8  2      
445.394278,3.241e-30,          1 0 0,          1 0 0, 13  6  8      , 12  5  7      
445.651609,9.842e-30,          1 0 0,          0 2 0,  2  1  2      ,  3  0  3      
445.883171,3.92e-29,          0 2 0,          0 2 0, 13  5  9      , 12  4  8      
446.120654,2.517e-24,          0 1 0,          0 1 0,  9  8  2      ,  8  7  1      
446.121059,7.551e-24,          0 1 0,          0 1 0,  9  8  1      ,  8  7  2      
446.200195,5.871e-29,          0 1 0,          0 1 0, 11  6  6      , 12  1 11      
446.311981,9.548e-29,          1 0 0,          1 0 0,  7  5  3      ,  6  2  4      
446.351222,2.149e-21,          0 0 0,          0 0 0, 11  7  5      , 10  6  4      
446.612181,7.279e-30,          0 1 0,          0 1 0, 16  7  9      , 16  4 12      
446.783679,3.489e-28,          0 2 0,          0 2 0,  4  4  0      ,  3  1  3      
446.932696,6.466e-21,          0 0 0,          0 0 0, 11  7  4      , 10  6  5      
447.050162,2.667e-28,          0 2 0,          0 2 0,  7  4  4      ,  7  1  7      
447.414642,2.04e-22,          0 0 0,          0 0 0, 13  6  8      , 12  5  7      
447.529088,2.504e-23,          0 0 0,          0 0 0, 11  6  6      , 11  3  9      
447.671483,2.605e-28,          1 0 0,          1 0 0,  9  4  6      ,  8  1  7      
447.760502,1.006e-28,          0 1 0,          0 1 0, 15  7  8      , 15  4 11      
447.935002,2.532e-29,          0 2 0,          0 2 0, 14  5 10      , 13  4  9      
448.094027,8.158e-29,          0 0 1,          0 0 1,  8  5  4      ,  7  2  5      
448.099521,8.211e-29,          0 0 1,          0 0 1,  6  5  1      ,  5  2  4      
448.270052,1.705e-30,          0 3 0,          0 3 0, 10  4  6      ,  9  3  7      
448.302936,1.884e-28,          1 0 0,          1 0 0, 11  4  7      , 10  3  8      
448.882228,1.13e-25,          0 1 0,          0 1 0,  9  5  5      ,  9  2  8      
449.165134,6.121e-27,          0 0 0,          0 0 0, 16  8  8      , 16  5 11      
449.278851,5.041e-27,          0 2 0,          0 2 0,  8  8  1      ,  7  7  0      
449.27887,1.68e-27,          0 2 0,          0 2 0,  8  8  0      ,  7  7  1      
449.30937,1.687e-30,          0 1 0,          0 1 0, 20  5 16      , 19  4 15      
449.495314,1.401e-30,          0 2 0,          0 2 0, 15  5 11      , 14  4 10      
449.549662,3.22e-23,          0 1 0,          0 1 0,  8  3  6      ,  7  0  7      
449.698077,5.857e-24,          0 1 0,          0 1 0, 10  7  4      ,  9  6  3      
449.740823,1.522e-29,          1 0 0,          1 0 0, 12  6  6      , 11  5  7      
449.794714,1.954e-24,          0 1 0,          0 1 0, 10  7  3      ,  9  6  4      
449.879008,3.42e-24,          0 1 0,          0 1 0, 11  6  5      , 10  5  6      
450.047858,3.734e-29,          0 0 1,          0 0 1, 12  5  7      , 11  4  8      
450.060187,1.001e-26,          0 2 0,          0 2 0,  6  4  3      ,  5  1  4      
450.352599,7.871e-23,          0 0 0,          0 0 0,  9  7  2      ,  9  4  5      
450.636471,6.851e-28,          1 0 0,          1 0 0,  9  2  7      ,  8  1  8      
450.6854,1.71e-29,          0 1 0,          0 1 0, 11  7  5      , 12  2 10      
450.953223,3.136e-30,          0 3 0,          0 3 0, 10  5  6      ,  9  4  5      
451.373349,2.88e-26,          0 1 0,          0 1 0,  6  6  0      ,  6  3  3      
451.536422,1.365e-27,          0 0 1,          0 2 0,  4  2  3      ,  5  2  4      
451.594938,1.648e-30,          0 1 0,          0 1 0, 15  5 10      , 16  2 15      
451.64851,1.405e-28,          0 0 1,          0 0 1,  9  2  7      ,  8  1  8      
451.716966,9.39e-22,          0 0 0,          0 0 0, 12  6  6      , 11  5  7      
451.792702,1.738e-30,          0 0 0,          0 0 0, 25  1 24      , 25  0 25      
451.934341,1.448e-28,          1 0 0,          1 0 0, 10  3  7      ,  9  2  8      
451.987889,5.117e-29,          0 2 0,          0 2 0,  5  5  1      ,  5  2  4      
452.193505,5.349e-29,          0 0 1,          0 0 1, 11  8  4      , 10  7  3      
452.230813,2.092e-29,          0 1 0,          0 1 0, 12  7  6      , 13  2 11      
452.236106,1.783e-29,          0 0 1,          0 0 1, 11  8  3      , 10  7  4      
452.281806,4.076e-29,          0 1 0,          0 1 0, 12  4  8      , 13  1 13      
452.509179,1.151e-30,          0 0 1,          0 2 0, 10  8  2      ,  9  8  1      
452.879962,9.193e-21,          0 0 0,          0 0 0, 11  4  7      , 10  3  8      
453.119902,2.064e-29,          1 0 0,          1 0 0, 12  5  7      , 11  4  8      
453.139331,2.855e-30,          1 0 0,          0 0 1,  9  7  2      ,  8  5  3      
453.279294,1.409e-30,          1 0 0,          0 2 0,  3  3  0      ,  4  2  3      
453.566721,5.727e-27,          0 0 0,          0 0 0, 14  6  9      , 15  1 14      
453.587889,3.64e-30,          0 0 0,          0 0 0, 20  8 12      , 20  5 15      
453.700429,8.91e-30,          0 0 1,          0 0 1, 12  7  6      , 11  6  5      
453.722883,3.879e-27,          0 2 0,          0 2 0, 10  6  5      ,  9  5  4      
453.778847,1.205e-27,          0 2 0,          0 2 0, 10  6  4      ,  9  5  5      
454.008794,6.467e-30,          0 3 0,          0 3 0,  8  2  6      ,  7  1  7      
454.082532,8.021e-28,          0 0 0,          0 0 0, 21  4 17      , 20  5 16      
454.197151,2.926e-30,          1 0 0,          1 0 0, 11 10  1      , 10  9  2      
454.349145,3.865e-30,          0 1 0,          0 1 0, 17  7 10      , 17  4 13      
454.488673,1.586e-27,          0 2 0,          0 2 0,  9  7  3      ,  8  6  2      
454.773811,5.042e-27,          0 2 0,          0 2 0,  9  7  2      ,  8  6  3      
454.961488,6.269e-28,          0 1 0,          0 1 0, 14  5  9      , 14  2 12      
454.967275,2.496e-23,          0 1 0,          0 1 0,  8  4  5      ,  7  1  6      
455.501355,1.256e-22,          0 0 0,          0 0 0, 14  6  9      , 13  5  8      
455.590179,3.802e-29,          1 0 0,          1 0 0, 10  9  1      ,  9  8  2      
455.590929,1.141e-28,          1 0 0,          1 0 0, 10  9  2      ,  9  8  1      
455.604546,7.418e-30,          1 0 0,          0 2 0,  8  3  6      ,  7  4  3      
455.688355,1.895e-30,          0 2 0,          0 0 1,  8  7  2      ,  7  3  5      
455.855828,9.353e-29,          0 1 0,          0 1 0, 10  7  4      , 11  2  9      
455.884171,2.983e-29,          0 0 1,          0 0 1, 11  4  7      , 10  3  8      
455.896707,2.573e-28,          0 0 1,          0 0 1, 10  3  7      ,  9  2  8      
456.220086,2.71e-29,          0 0 1,          0 0 1, 12  7  5      , 11  6  6      
456.230051,1.276e-28,          0 1 0,          0 1 0, 14  7  7      , 14  4 10      
456.299487,1.004e-27,          0 0 1,          0 2 0,  6  1  6      ,  7  1  7      
456.341059,1.458e-28,          0 0 0,          0 0 0, 22  3 19      , 21  4 18      
456.499984,4.378e-28,          0 0 0,          0 0 0, 22  4 19      , 21  3 18      
456.515308,8.178e-30,          1 0 0,          0 2 0, 11  3  9      , 10  4  6      
456.686426,1.683e-30,          0 2 0,          0 1 0, 13  6  7      , 13 11  2      
456.745598,4.4e-29,          1 0 0,          0 2 0,  3  0  3      ,  3  1  2      
456.868233,3.034e-27,          0 0 1,          0 2 0,  6  0  6      ,  7  0  7      
456.873203,4.942e-21,          0 0 0,          0 0 0,  7  5  3      ,  6  2  4      
456.875556,1.449e-30,          1 0 0,          1 0 0,  8  7  2      ,  8  4  5      
457.140479,2.726e-28,          0 0 0,          0 0 0, 21  5 17      , 20  4 16      
457.162003,6.546e-26,          0 1 0,          0 1 0, 10  3  7      , 10  0 10      
457.35819,1.078e-26,          0 1 0,          0 1 0, 12  4  8      , 12  1 11      
457.403225,1.607e-29,          0 1 0,          0 1 0, 16  6 10      , 16  3 13      
457.414773,4.719e-30,          1 0 0,          1 0 0, 10  4  7      , 10  1 10      
457.470571,5.08e-29,          0 0 1,          1 0 0,  7  3  5      ,  6  1  6      
457.655381,1.015e-21,          0 0 0,          0 0 0, 12  5  7      , 11  4  8      
457.758865,3.489e-20,          0 0 0,          0 0 0,  9  2  7      ,  8  1  8      
457.764056,7.166e-21,          0 0 0,          0 0 0, 10  3  7      ,  9  2  8      
457.838737,9.202e-29,          0 0 0,          0 0 0, 23  3 21      , 22  2 20      
457.83878,2.761e-28,          0 0 0,          0 0 0, 23  2 21      , 22  3 20      
457.994566,1.255e-20,          0 0 0,          0 0 0,  9  4  6      ,  8  1  7      
458.046851,2.141e-27,          0 2 0,          0 2 0, 11  5  6      , 10  4  7      
458.438833,1.655e-30,          0 1 0,          0 0 0, 12  2 11      , 13  7  6      
458.579191,3.926e-26,          0 0 0,          0 0 0,  6  6  0      ,  7  1  7      
458.729701,2.237e-30,          0 2 0,          0 2 0,  6  5  2      ,  7  0  7      
458.752133,7.157e-29,          0 0 0,          0 0 0, 25  1 25      , 24  0 24      
458.752162,2.147e-28,          0 0 0,          0 0 0, 25  0 25      , 24  1 24      
458.915167,2.884e-23,          0 0 0,          0 0 0,  8  7  1      ,  8  4  4      
459.282576,7.109e-29,          0 0 0,          0 0 0, 24  1 23      , 23  2 22      
459.284754,2.132e-28,          0 0 0,          0 0 0, 24  2 23      , 23  1 22      
459.350912,2.608e-29,          1 0 0,          1 0 0, 11  8  4      , 10  7  3      
459.368851,7.823e-29,          1 0 0,          1 0 0, 11  8  3      , 10  7  4      
459.371037,4.055e-29,          1 0 0,          1 0 0, 12  7  6      , 11  6  5      
459.464234,1.247e-29,          0 0 1,          0 0 1, 10 10  1      ,  9  9  0      
459.464234,3.741e-29,          0 0 1,          0 0 1, 10 10  0      ,  9  9  1      
459.583907,2.663e-29,          0 0 1,          1 0 0,  7  4  4      ,  6  2  5      
459.635241,2.416e-29,          0 0 1,          1 0 0,  6  5  1      ,  5  3  2      
459.795705,7.793e-24,          0 0 0,          0 0 0, 15  6 10      , 14  5  9      
459.959538,1.03e-30,          0 2 0,          0 0 1,  9  9  0      ,  8  7  1      
459.991475,2.235e-30,          0 1 0,          0 1 0, 13  7  7      , 14  2 12      
460.126089,2.034e-30,          0 2 0,          0 2 0, 12  6  6      , 12  3  9      
460.220552,1.342e-29,          1 0 0,          1 0 0, 12  7  5      , 11  6  6      
460.277378,2.418e-26,          0 0 0,          0 0 0, 13  4  9      , 14  1 14      
460.539253,1.027e-28,          0 2 0,          1 0 0,  9  7  3      ,  8  4  4      
460.648937,3.805e-23,          0 0 0,          0 0 0, 11  5  7      , 11  2 10      
460.655643,1.116e-30,          0 3 0,          0 3 0, 10  5  5      ,  9  4  6      
460.832224,2.094e-28,          0 0 0,          0 0 0, 21  5 16      , 20  6 15      
460.91236,4.017e-28,          0 0 1,          0 0 1,  9  3  7      ,  8  0  8      
460.959965,7.492e-30,          1 0 0,          0 2 0,  0  0  0      ,  1  1  1      
461.167883,3.198e-28,          0 2 0,          0 2 0,  6  5  2      ,  6  2  5      
461.449856,5.023e-21,          0 0 0,          0 0 0, 10  9  2      ,  9  8  1      
461.449955,1.674e-21,          0 0 0,          0 0 0, 10  9  1      ,  9  8  2      
461.588426,4.8e-29,          1 0 0,          1 0 0,  6  5  1      ,  5  2  4      
461.645946,4.034e-24,          0 0 0,          0 0 0, 16  6 11      , 15  5 10      
462.096244,4.193e-30,          0 3 0,          0 3 0,  8  7  2      ,  7  6  1      
462.09781,1.397e-30,          0 3 0,          0 3 0,  8  7  1      ,  7  6  2      
462.250478,8.772e-26,          0 1 0,          0 1 0,  6  6  1      ,  6  3  4      
462.349,5.199e-27,          0 0 1,          0 2 0,  4  1  3      ,  5  1  4      
462.642517,2.179e-25,          0 0 0,          0 0 0, 17  6 12      , 16  5 11      
463.083962,1.705e-28,          1 0 0,          1 0 0,  9  3  7      ,  8  0  8      
463.144143,4.298e-24,          0 1 0,          0 1 0, 11  4  7      , 10  3  8      
463.158895,1.133e-28,          1 0 0,          0 2 0, 10  4  6      ,  9  5  5      
463.187016,1.906e-30,          0 1 0,          0 0 0, 13  0 13      , 13  7  6      
463.239265,1.402e-30,          0 0 1,          1 0 0,  6  5  2      ,  5  3  3      
463.302686,1.042e-24,          0 1 0,          0 1 0,  9  9  1      ,  8  8  0      
463.302689,3.127e-24,          0 1 0,          0 1 0,  9  9  0      ,  8  8  1      
463.381372,9.116e-25,          0 1 0,          0 1 0, 12  6  7      , 11  5  6      
463.391097,2.923e-28,          1 0 0,          1 0 0,  8  5  4      ,  7  2  5      
463.57714,5.27e-23,          0 0 0,          0 0 0,  7  7  0      ,  7  4  3      
463.652163,2.77e-30,          1 0 0,          1 0 0,  7  5  2      ,  7  0  7      
464.110925,3.532e-29,          0 0 1,          1 0 0,  9  4  5      ,  8  2  6      
464.124933,6.152e-29,          1 0 0,          0 2 0,  9  3  7      ,  8  4  4      
464.151324,1.444e-30,          0 3 0,          0 3 0,  9  6  4      ,  8  5  3      
464.357528,9.984e-26,          0 0 0,          0 0 0, 18  6 13      , 17  5 12      
464.397743,7.685e-26,          0 0 0,          0 0 0, 15  8  7      , 15  5 10      
464.470969,1.477e-29,          1 0 0,          0 2 0, 10  3  8      ,  9  4  5      
464.531687,4.299e-30,          0 3 0,          0 3 0,  9  6  3      ,  8  5  4      
465.476163,5.513e-26,          0 1 0,          0 1 0,  7  6  2      ,  7  3  5      
466.497828,1.518e-30,          1 0 0,          0 0 1, 12  5  8      , 11  3  9      
466.679732,1.024e-30,          1 0 0,          0 2 0, 11 11  0      , 10 10  1      
466.786058,2.352e-22,          0 0 0,          0 0 0, 10  4  7      , 10  1 10      
466.947772,1.312e-28,          0 0 0,          0 0 0, 13  9  5      , 14  4 10      
466.978475,1.753e-27,          0 0 1,          0 2 0,  3  2  1      ,  4  2  2      
467.070298,1.775e-23,          0 0 0,          0 0 0,  7  7  1      ,  7  4  4      
467.246725,8.856e-29,          0 0 0,          0 0 0, 16  5 11      , 17  2 16      
467.332645,3.798e-29,          0 0 1,          0 0 1,  7  4  3      ,  6  1  6      
467.36636,3.202e-30,          0 2 0,          1 0 0, 10  5  6      ,  9  0  9      
467.391307,5.867e-28,          0 1 0,          0 1 0, 10  5  6      , 11  0 11      
467.892613,1.147e-21,          0 0 0,          0 0 0, 11  8  4      , 10  7  3      
467.919882,3.442e-21,          0 0 0,          0 0 0, 11  8  3      , 10  7  4      
467.981551,8.836e-23,          0 0 0,          0 0 0,  8  7  2      ,  8  4  5      
468.053297,4.773e-27,          0 0 0,          0 0 0, 19  6 14      , 18  5 13      
468.205757,1.928e-30,          0 0 0,          0 0 0, 22  6 16      , 21  7 15      
468.228994,3.88e-29,          0 1 0,          0 1 0,  9  7  3      , 10  2  8      
468.395332,2.038e-28,          0 0 1,          0 0 1,  9  5  5      ,  8  2  6      
468.702751,7.477e-26,          0 0 0,          0 0 0, 12  5  8      , 13  0 13      
468.753532,1.818e-21,          0 0 0,          0 0 0, 12  7  6      , 11  6  5      
